"Feature","Gain","Cover","Frequence"
"1266",7.15552e-005,0.000169035,8.81262e-005
"1200",7.14105e-005,5.71349e-005,9.27644e-005
"0",7.1399e-005,2.00644e-005,0.000125232
"56",7.08701e-005,3.33602e-005,0.000113636
"52",7.06215e-005,2.7465e-005,9.27644e-005
"1011",7.05076e-005,0.000342732,7.18924e-005
"173",6.98881e-005,0.000639294,7.88497e-005
"1114",6.92099e-005,0.000102325,9.50835e-005
"1358",6.88697e-005,1.76344e-005,6.72542e-005
"194",6.85724e-005,0.000339907,8.34879e-005
"1123",6.76366e-005,3.14128e-005,8.34879e-005
"72",6.6965e-005,0.00010446,9.50835e-005
"988",6.69009e-005,5.26918e-005,8.11688e-005
"317",6.67032e-005,7.55108e-005,9.74026e-005
"1258",6.66701e-005,7.18638e-005,7.42115e-005
"210",6.62493e-005,4.36482e-005,5.56586e-005
"1257",6.54087e-005,0.000235284,8.11688e-005
"1273",6.50595e-005,0.000124416,7.65306e-005
"1216",6.49467e-005,2.4723e-005,8.58071e-005
"262",6.44613e-005,0.000656007,7.65306e-005
"789",6.43155e-005,2.62046e-005,7.88497e-005
"868",6.42396e-005,1.60819e-005,8.58071e-005
"420",6.35459e-005,7.76228e-005,7.65306e-005
"1228",6.33363e-005,2.60368e-005,5.33395e-005
"65",6.31705e-005,1.65671e-005,9.50835e-005
"478",6.25559e-005,3.98656e-005,7.88497e-005
"1191",6.25183e-005,7.85386e-005,6.95733e-005
"1033",6.24703e-005,2.05448e-005,7.18924e-005
"772",6.20233e-005,3.27843e-005,6.95733e-005
"64",6.19413e-005,7.36086e-005,9.04453e-005
"1416",6.08812e-005,9.28052e-005,6.95733e-005
"1119",6.06031e-005,3.88486e-005,8.34879e-005
"1152",6.05117e-005,6.29506e-005,6.72542e-005
"1313",6.03987e-005,5.44055e-005,7.88497e-005
"1159",6.02736e-005,2.52889e-005,8.34879e-005
"1279",5.99259e-005,0.000178768,6.49351e-005
"837",5.90113e-005,1.4014e-005,6.72542e-005
"1186",5.87083e-005,4.64944e-005,6.2616e-005
"990",5.74569e-005,2.69072e-005,6.02968e-005
"905",5.73421e-005,1.17299e-005,8.58071e-005
"1459",5.72531e-005,0.000154577,4.63822e-005
"1174",5.72196e-005,2.53912e-005,4.87013e-005
"388",5.64782e-005,4.02049e-005,5.33395e-005
"171",5.62821e-005,0.000131734,6.49351e-005
"1189",5.56273e-005,3.56678e-005,6.49351e-005
"1163",5.48512e-005,1.62571e-005,6.95733e-005
"1215",5.46768e-005,1.39259e-005,5.79777e-005
"1172",5.41e-005,0.000111253,6.02968e-005
"51",5.38878e-005,1.78629e-005,7.88497e-005
"1252",5.37721e-005,4.01144e-005,7.65306e-005
"333",5.35528e-005,4.49943e-005,6.2616e-005
"1161",5.32033e-005,3.38008e-005,5.33395e-005
"1183",5.26011e-005,0.000505276,4.40631e-005
"1476",5.23342e-005,5.50746e-005,6.2616e-005
"1180",5.21353e-005,4.89474e-005,6.02968e-005
"224",5.16691e-005,5.5114e-005,8.34879e-005
"836",5.1593e-005,1.47268e-005,6.02968e-005
"1158",5.14343e-005,3.00362e-005,6.49351e-005
"1124",5.0941e-005,1.52515e-005,8.58071e-005
"557",5.09044e-005,8.5518e-006,6.02968e-005
"1160",5.06465e-005,3.11914e-005,4.63822e-005
"1188",5.02151e-005,4.45308e-005,5.33395e-005
"455",5.01593e-005,4.18741e-005,6.02968e-005
"1360",5.01001e-005,1.53106e-005,6.72542e-005
"1006",5.00087e-005,6.01104e-005,5.33395e-005
"422",4.98226e-005,8.10912e-005,6.2616e-005
"335",4.979e-005,0.00105093,5.56586e-005
"1355",4.90015e-005,2.34079e-005,5.79777e-005
"311",4.88243e-005,4.59409e-005,4.63822e-005
"850",4.83496e-005,2.47409e-005,6.2616e-005
"708",4.80259e-005,1.3541e-005,6.02968e-005
"188",4.77931e-005,7.57336e-006,7.88497e-005
"797",4.76477e-005,0.000508528,5.79777e-005
"799",4.76232e-005,1.34131e-005,5.33395e-005
"1010",4.7621e-005,6.83845e-005,6.02968e-005
"1277",4.74405e-005,0.000705862,6.02968e-005
"86",4.62289e-005,0.000157748,6.02968e-005
"796",4.50644e-005,0.000298673,4.40631e-005
"1002",4.43855e-005,1.36302e-005,5.56586e-005
"1031",4.42577e-005,6.2596e-005,5.79777e-005
"295",4.38285e-005,3.37525e-005,3.71058e-005
"1190",4.34812e-005,1.593e-005,5.56586e-005
"1276",4.25561e-005,3.6882e-005,5.56586e-005
"1464",4.2401e-005,0.00142251,4.40631e-005
"192",4.2374e-005,2.55358e-005,4.87013e-005
"795",4.20958e-005,3.61665e-005,5.56586e-005
"1249",4.18426e-005,5.01244e-005,4.63822e-005
"1253",4.16375e-005,2.65691e-005,4.63822e-005
"1246",4.15753e-005,6.49944e-005,4.63822e-005
"1149",4.13807e-005,2.81777e-005,4.1744e-005
"1032",4.11841e-005,3.32168e-005,6.02968e-005
"1219",4.06469e-005,2.69844e-005,3.94249e-005
"1465",4.0496e-005,1.22119e-005,3.71058e-005
"1280",3.98519e-005,0.000578444,4.63822e-005
"1468",3.95107e-005,2.34063e-005,3.94249e-005
"313",3.93771e-005,4.15095e-005,3.47866e-005
"1063",3.89196e-005,3.56737e-005,3.71058e-005
"826",3.88748e-005,0.000133356,5.10204e-005
"1278",3.83642e-005,8.62317e-005,4.1744e-005
"275",3.79554e-005,0.000100696,4.63822e-005
"1245",3.76015e-005,3.76553e-005,3.47866e-005
"174",3.65553e-005,0.000414864,2.78293e-005
"1248",3.64829e-005,3.99716e-005,3.01484e-005
"1456",3.62506e-005,0.00015359,3.94249e-005
"1013",3.58226e-005,3.14321e-005,4.1744e-005
"256",3.52724e-005,1.08749e-005,4.40631e-005
"1274",3.50095e-005,0.000137811,3.24675e-005
"1212",3.48787e-005,2.36272e-005,4.40631e-005
"1230",3.44564e-005,3.74798e-005,3.71058e-005
"1232",3.44344e-005,9.62815e-005,3.47866e-005
"1218",3.42604e-005,2.88188e-005,3.94249e-005
"1282",3.40829e-005,5.39707e-005,3.24675e-005
"1269",3.394e-005,2.66957e-005,3.94249e-005
"195",3.38455e-005,6.77776e-006,4.1744e-005
"1185",3.38363e-005,4.2906e-005,3.01484e-005
"354",3.38149e-005,1.16028e-005,5.56586e-005
"1150",3.32773e-005,1.59602e-005,3.47866e-005
"1217",3.31805e-005,1.10518e-005,3.47866e-005
"1223",3.29939e-005,9.1327e-005,3.01484e-005
"1157",3.267e-005,1.19167e-005,3.94249e-005
"755",3.19619e-005,4.85862e-006,2.31911e-005
"1315",3.17308e-005,7.47379e-006,4.63822e-005
"1221",3.17014e-005,1.06931e-005,3.71058e-005
"1142",3.15797e-005,2.91674e-005,5.10204e-005
"331",3.14886e-005,1.25828e-005,3.47866e-005
"1007",3.05783e-005,1.66827e-005,3.47866e-005
"1055",3.00876e-005,1.97617e-005,3.01484e-005
"1229",2.9347e-005,0.000218844,3.94249e-005
"1281",2.9264e-005,1.03866e-005,3.94249e-005
"1148",2.90107e-005,2.61992e-005,4.1744e-005
"1275",2.84388e-005,0.000111966,3.01484e-005
"558",2.82118e-005,1.47669e-005,3.01484e-005
"385",2.79536e-005,5.15535e-006,4.87013e-005
"1453",2.76308e-005,9.2025e-005,4.1744e-005
"884",2.76034e-005,1.12879e-005,3.47866e-005
"338",2.73356e-005,0.000151378,3.01484e-005
"1227",2.72556e-005,1.51477e-005,3.47866e-005
"312",2.71917e-005,0.000263734,3.01484e-005
"1314",2.71583e-005,7.97481e-006,4.63822e-005
"48",2.68926e-005,1.10912e-005,3.71058e-005
"1222",2.65992e-005,1.96475e-005,3.01484e-005
"831",2.62595e-005,0.000105004,2.78293e-005
"307",2.57069e-005,1.65574e-005,2.78293e-005
"332",2.4365e-005,2.18242e-005,2.55102e-005
"771",2.42257e-005,1.3687e-005,3.01484e-005
"1224",2.42067e-005,7.53267e-005,2.55102e-005
"1247",2.37342e-005,2.32929e-005,3.01484e-005
"1004",2.24709e-005,2.29883e-005,2.31911e-005
"334",2.23377e-005,0.000464991,2.31911e-005
"285",2.22318e-005,1.22937e-005,2.31911e-005
"410",2.18127e-005,7.95129e-006,3.94249e-005
"1233",2.1752e-005,1.12605e-005,2.55102e-005
"1220",2.14764e-005,2.09296e-005,2.55102e-005
"1434",2.14742e-005,2.60128e-006,3.47866e-005
"1231",2.10683e-005,6.86545e-006,2.55102e-005
"1239",2.01596e-005,2.38757e-005,1.39147e-005
"412",1.98795e-005,6.57215e-005,3.47866e-005
"92",1.9755e-005,2.58635e-006,2.0872e-005
"1225",1.95448e-005,6.16157e-006,3.01484e-005
"426",1.93875e-005,6.86148e-006,2.55102e-005
"1272",1.92531e-005,2.70704e-005,2.78293e-005
"1008",1.84676e-005,5.07685e-005,1.39147e-005
"1141",1.81697e-005,1.38807e-005,2.0872e-005
"1457",1.66382e-005,0.000241129,2.0872e-005
"1226",1.65745e-005,9.42356e-006,2.0872e-005
"1243",1.64569e-005,2.20843e-005,1.62338e-005
"1244",1.63729e-005,0.000116501,1.62338e-005
"1173",1.6012e-005,1.23989e-005,1.15955e-005
"314",1.57994e-005,9.25807e-006,1.85529e-005
"1238",1.5176e-005,8.57725e-006,1.39147e-005
"1003",1.42159e-005,3.39295e-006,9.27644e-006
"1000",1.32826e-005,6.12011e-006,1.62338e-005
"308",1.32499e-005,4.15668e-006,2.31911e-005
"208",1.32418e-005,4.67696e-006,1.39147e-005
"309",1.31866e-005,4.83864e-006,2.0872e-005
"1181",1.25788e-005,3.70517e-006,1.39147e-005
"754",1.23985e-005,3.65777e-006,1.85529e-005
"50",1.22077e-005,1.21984e-005,1.15955e-005
"1187",1.14863e-005,1.97762e-005,1.39147e-005
"1270",1.14582e-005,6.07493e-006,1.39147e-005
"702",1.07867e-005,2.80744e-006,1.62338e-005
"1242",1.02579e-005,1.17013e-005,1.15955e-005
"310",9.29558e-006,1.35379e-006,9.27644e-006
"999",8.12555e-006,2.8995e-005,9.27644e-006
"386",7.31741e-006,8.22083e-007,1.15955e-005
"49",6.88085e-006,1.02683e-006,9.27644e-006
"1012",6.4926e-006,1.74317e-005,6.95733e-006
"823",5.92677e-006,2.20164e-006,4.63822e-006
"1005",5.8556e-006,5.81594e-005,6.95733e-006
"1213",4.44094e-006,1.16729e-005,4.63822e-006
"1237",4.42162e-006,3.44478e-007,9.27644e-006
"1009",4.19651e-006,8.72024e-006,6.95733e-006
"1001",3.52923e-006,6.52714e-007,2.31911e-006
"1014",2.93377e-006,3.3256e-006,2.31911e-006
"315",2.39297e-006,1.86734e-007,2.31911e-006
"1140",1.48445e-006,6.86001e-008,2.31911e-006
"835",1.03787e-006,5.98783e-007,2.31911e-006
"811",4.52429e-007,6.98894e-008,2.31911e-006
