"train.auc.mean","train.auc.std","test.auc.mean","test.auc.std"
0.999827,2.4e-005,0.790503,0.001898
0.999829,2.4e-005,0.790512,0.001899
0.99983,2.4e-005,0.790503,0.001893
0.999831,2.3e-005,0.790503,0.001893
0.999832,2.4e-005,0.790495,0.001889
0.999834,2.3e-005,0.790499,0.001904
0.999835,2.3e-005,0.790498,0.0019
0.999835,2.3e-005,0.790495,0.001898
0.999837,2.3e-005,0.7905,0.001897
0.999838,2.2e-005,0.79051,0.001895
0.999838,2.2e-005,0.790508,0.001901
0.999839,2.2e-005,0.790513,0.001893
0.999841,2.2e-005,0.790509,0.001899
0.999842,2.2e-005,0.790507,0.001891
0.999843,2.2e-005,0.790506,0.001891
0.999845,2.2e-005,0.790508,0.001886
0.999845,2.2e-005,0.790524,0.001876
0.999847,2.2e-005,0.790516,0.001883
0.999848,2.2e-005,0.790519,0.001886
0.999849,2.1e-005,0.790524,0.001887
0.99985,2.2e-005,0.790523,0.001886
0.99985,2.2e-005,0.790525,0.001892
0.999851,2.2e-005,0.790522,0.001893
0.999852,2.2e-005,0.790519,0.001894
0.999852,2.2e-005,0.790515,0.001891
0.999854,2.2e-005,0.790517,0.00189
0.999854,2.3e-005,0.790515,0.001896
0.999856,2.3e-005,0.790517,0.001893
0.999856,2.3e-005,0.790519,0.001894
0.999858,2.2e-005,0.79051,0.001911
0.999859,2.2e-005,0.790519,0.001912
0.999859,2.2e-005,0.790515,0.001912
0.99986,2.2e-005,0.790516,0.001916
0.99986,2.2e-005,0.790529,0.001929
0.999861,2.2e-005,0.790525,0.00193
0.999862,2.2e-005,0.790527,0.001932
0.999862,2.2e-005,0.79053,0.001933
0.999863,2.2e-005,0.790536,0.001942
0.999864,2.3e-005,0.790531,0.001951
0.999865,2.3e-005,0.790541,0.001954
0.999866,2.3e-005,0.79055,0.001946
0.999868,2.3e-005,0.790548,0.001946
0.999869,2.3e-005,0.790556,0.00195
0.99987,2.3e-005,0.790556,0.001942
0.99987,2.3e-005,0.790556,0.001941
0.999871,2.3e-005,0.790552,0.001946
0.999872,2.3e-005,0.790548,0.001948
0.999873,2.2e-005,0.790543,0.00195
0.999874,2.2e-005,0.79054,0.001938
0.999874,2.2e-005,0.790545,0.001942
0.999876,2.1e-005,0.790551,0.001938
0.999876,2.2e-005,0.79055,0.001935
0.999877,2.2e-005,0.790548,0.001931
0.999877,2.2e-005,0.790551,0.001936
0.999878,2.2e-005,0.790544,0.001933
0.999879,2.1e-005,0.79055,0.001929
0.999879,2.1e-005,0.790547,0.001932
0.99988,2.1e-005,0.790553,0.001926
0.999881,2.1e-005,0.790561,0.001917
0.999881,2.1e-005,0.790561,0.00191
0.999883,2e-005,0.790567,0.001914
0.999884,2e-005,0.790577,0.001918
0.999884,2e-005,0.790568,0.001903
0.999885,2.1e-005,0.790574,0.0019
0.999886,2e-005,0.790571,0.001897
0.999887,2e-005,0.79057,0.001897
0.999887,2e-005,0.790564,0.001899
0.999888,2e-005,0.790566,0.001908
0.999889,2e-005,0.790566,0.001911
0.99989,1.9e-005,0.790562,0.001903
0.999891,2e-005,0.790573,0.001897
0.999891,2e-005,0.790568,0.001903
0.999892,2e-005,0.790564,0.001904
0.999893,1.9e-005,0.790564,0.001901
0.999893,1.9e-005,0.790561,0.001898
0.999895,2e-005,0.790559,0.001898
0.999895,2e-005,0.790562,0.00189
0.999896,1.9e-005,0.790556,0.001884
0.999896,2e-005,0.790558,0.001885
0.999897,2e-005,0.790563,0.00188
0.999897,1.9e-005,0.790567,0.001884
0.999898,1.9e-005,0.790563,0.001883
0.999899,2e-005,0.790576,0.001887
0.999899,2e-005,0.790579,0.001888
0.999899,1.9e-005,0.790584,0.001889
0.9999,1.9e-005,0.790582,0.00188
0.999901,1.9e-005,0.790579,0.001874
0.999901,1.9e-005,0.790579,0.001881
0.999902,1.9e-005,0.790579,0.001871
0.999903,1.9e-005,0.790579,0.001875
0.999904,1.8e-005,0.790578,0.001885
0.999904,1.9e-005,0.79058,0.001884
0.999905,1.9e-005,0.790585,0.001876
0.999906,1.8e-005,0.790585,0.001879
0.999906,1.9e-005,0.790577,0.001875
0.999907,1.8e-005,0.790576,0.001871
0.999907,1.8e-005,0.790573,0.001873
0.999909,1.8e-005,0.790576,0.00188
0.999909,1.8e-005,0.79058,0.001883
0.99991,1.8e-005,0.790592,0.001883
0.99991,1.8e-005,0.790593,0.001885
0.999911,1.8e-005,0.790597,0.001891
0.999911,1.8e-005,0.790596,0.001895
0.999912,1.8e-005,0.790595,0.001893
0.999912,1.8e-005,0.790589,0.001895
0.999912,1.8e-005,0.790587,0.001898
0.999913,1.8e-005,0.790586,0.001887
0.999914,1.7e-005,0.790588,0.001886
0.999914,1.7e-005,0.790589,0.001896
0.999915,1.7e-005,0.790597,0.001897
0.999915,1.7e-005,0.790599,0.001893
0.999916,1.7e-005,0.790605,0.001888
0.999916,1.7e-005,0.790608,0.001892
0.999917,1.7e-005,0.790609,0.001886
0.999918,1.7e-005,0.790605,0.001889
0.999918,1.7e-005,0.790613,0.001886
0.999918,1.6e-005,0.790611,0.00189
0.999919,1.6e-005,0.790608,0.001893
0.99992,1.6e-005,0.790604,0.001896
0.99992,1.7e-005,0.790604,0.001898
0.999921,1.6e-005,0.790593,0.001902
0.999922,1.6e-005,0.790594,0.001896
0.999922,1.6e-005,0.790593,0.001895
0.999923,1.5e-005,0.790592,0.001888
0.999923,1.5e-005,0.790595,0.001873
0.999924,1.5e-005,0.7906,0.001878
0.999924,1.5e-005,0.790601,0.001877
0.999925,1.5e-005,0.7906,0.00187
0.999926,1.5e-005,0.7906,0.001869
0.999926,1.5e-005,0.790598,0.00187
0.999926,1.5e-005,0.790602,0.001872
0.999927,1.5e-005,0.790602,0.00187
0.999927,1.5e-005,0.790598,0.001866
0.999928,1.5e-005,0.790594,0.001869
0.999928,1.5e-005,0.790585,0.001872
0.999929,1.5e-005,0.79059,0.001877
0.999929,1.4e-005,0.790592,0.001877
0.99993,1.4e-005,0.790592,0.001876
0.99993,1.5e-005,0.79059,0.001866
0.99993,1.4e-005,0.790602,0.00187
0.999931,1.4e-005,0.790602,0.001875
0.999931,1.4e-005,0.790591,0.001874
0.999931,1.4e-005,0.790584,0.00187
0.999932,1.4e-005,0.790589,0.001869
0.999932,1.5e-005,0.790592,0.001875
